Knapsack,Capacity
1,202
2,487
3,427
4,242
5,188
6,332
7,412
8,264
9,449
10,482
11,178
12,269
13,381
14,113
15,316
16,445
17,320
18,290
19,291
20,402
21,206
22,71
23,101
24,477
25,341
26,166
27,472
28,467
29,345
30,329
31,99
32,441
33,338
34,266
35,174
36,373
37,182
38,125
39,257
40,116
41,319
42,187
43,274
44,399
45,427
46,284
47,360
48,351
49,304
50,312
51,150
52,99
53,393
54,357
55,155
56,446
57,495
58,494
59,497
60,445
61,476
62,110
63,253
64,206
65,457
66,432
67,341
68,243
69,212
70,126
71,128
72,454
73,373
74,423
75,104
76,102
77,493
78,440
79,379
80,62
81,117
82,390
83,405
84,205
85,486
86,376
87,149
88,157
89,285
90,283
91,390
92,471
93,469
94,225
95,126
96,283
97,354
98,58
99,226
100,459
101,414
102,262
103,104
104,252
105,252
106,143
107,252
108,114
109,345
110,409
111,365
112,51
113,384
114,344
115,161
116,266
117,264
118,94
119,262
120,152
121,207
122,224
123,347
124,418
125,124
126,82
127,254
128,255
129,346
130,209
131,307
132,404
133,456
134,224
135,364
136,282
137,449
138,318
139,320
140,320
141,381
142,265
143,383
144,70
145,153
146,307
147,328
148,203
149,278
150,286
151,403
152,366
153,471
154,493
155,51
156,346
157,256
158,360
159,312
160,130
161,144
162,159
163,242
164,450
165,500
166,192
167,420
168,415
169,305
170,489
171,55
172,186
173,434
174,145
175,456
176,308
177,106
178,361
179,165
180,478
181,168
182,147
183,339
184,409
185,488
186,137
187,140
188,472
189,280
190,402
191,211
192,258
193,116
194,389
195,403
196,276
197,258
198,279
199,127
200,217
201,461
202,379
203,191
204,59
205,173
206,77
207,411
208,221
209,263
210,292
211,467
212,245
213,444
214,388
215,382
216,452
217,331
218,449
219,477
220,383
221,140
222,306
223,315
224,420
225,266
226,230
227,162
228,288
229,166
230,298
231,221
232,414
233,492
234,292
235,381
236,189
237,101
238,58
239,190
240,57
241,402
242,454
243,74
244,120
245,183
246,130
247,451
248,376
249,359
250,78
251,253
252,344
253,267
254,480
255,408
256,369
257,108
258,121
259,182
260,376
261,493
262,155
263,118
264,275
265,192
266,261
267,279
268,409
269,322
270,129
271,452
