Knapsack,Capacity
1,409
2,411
3,341
4,492
5,471
6,490
7,74
8,164
9,301
10,97
11,283
12,209
13,158
14,471
15,158
16,308
17,136
18,120
19,433
20,317
21,150
22,253
23,126
24,343
25,75
26,497
27,298
28,229
29,222
30,445
31,60
32,72
33,50
34,52
35,63
36,134
37,313
38,412
39,360
40,308
41,208
42,453
43,472
44,327
45,197
46,101
47,298
48,419
49,302
50,389
51,188
52,437
53,319
54,125
55,381
56,383
57,88
58,109
59,201
60,272
61,281
62,362
63,205
64,375
65,157
66,464
67,363
68,282
69,50
70,50
71,125
72,332
73,90
74,206
75,481
76,365
77,244
78,52
79,306
80,272
81,471
82,156
83,252
84,143
85,224
86,233
87,134
88,89
89,282
90,139
91,264
92,425
93,320
94,447
95,473
96,287
97,121
98,232
99,265
100,337
