Knapsack,Capacity
1,170
2,233
3,82
4,394
5,466
6,382
7,308
8,190
9,236
10,143
11,397
12,337
13,443
14,406
15,204
16,59
17,99
18,228
19,213
20,234
21,395
22,241
23,436
24,209
25,148
26,78
27,451
28,414
29,214
30,212
31,246
32,351
33,73
34,140
35,142
36,439
37,152
38,122
39,405
40,136
41,361
42,354
43,409
44,472
45,262
46,94
47,61
48,52
49,164
50,71
51,100
52,205
53,373
54,331
55,284
56,56
57,202
58,447
59,303
60,76
61,332
62,153
63,447
64,371
65,475
66,417
67,449
68,122
69,253
70,318
71,240
72,441
73,127
74,262
75,157
76,448
77,216
78,281
79,408
80,100
81,65
82,463
83,60
84,84
85,302
86,475
87,327
88,412
89,226
90,401
91,171
92,491
93,320
94,370
95,295
96,129
97,260
98,416
99,317
100,452
101,482
102,201
103,237
104,422
105,368
106,122
107,170
108,290
109,224
110,411
111,203
112,451
113,474
114,77
115,299
116,114
117,74
118,288
119,170
120,373
121,404
122,464
123,380
124,129
125,84
126,480
127,189
128,296
129,226
130,342
131,59
132,246
133,161
134,200
135,295
136,333
137,120
138,291
139,55
140,103
141,189
142,289
143,185
144,369
145,71
146,133
147,82
148,409
149,196
150,111
151,465
152,305
153,220
154,121
155,426
156,331
157,269
158,406
159,96
160,381
161,163
162,125
163,63
164,228
165,449
166,418
167,149
168,470
169,173
170,308
171,71
172,337
173,319
174,458
175,466
176,229
177,202
178,290
179,489
180,491
181,450
182,209
183,82
184,473
185,216
186,112
187,390
188,391
189,234
190,171
191,217
192,178
193,418
194,441
195,260
196,337
197,245
198,217
199,93
200,176
201,161
202,120
203,355
204,398
205,374
206,305
207,258
208,325
209,101
210,205
211,310
212,66
213,482
214,68
215,329
216,474
217,152
218,130
219,58
220,399
221,403
222,356
223,174
224,53
225,266
226,291
227,122
228,382
229,54
230,128
231,50
232,194
233,116
234,267
235,72
236,54
237,136
238,300
239,415
240,83
241,145
242,262
243,96
244,241
245,364
246,363
247,106
248,164
249,306
250,360
251,110
252,54
253,296
254,85
255,239
256,300
257,365
258,151
259,276
