Knapsack,Capacity
1,124
2,230
3,405
4,335
5,313
6,407
7,465
8,196
9,174
10,75
11,227
12,278
13,169
14,57
15,418
16,65
17,238
18,307
19,428
20,463
21,344
22,69
23,394
24,457
25,285
26,354
27,80
28,363
29,215
30,447
31,126
32,417
33,427
34,69
35,378
36,382
37,276
38,237
39,51
40,208
41,225
42,176
43,303
44,117
45,475
46,123
47,413
48,314
49,63
50,232
51,206
52,451
53,129
54,368
55,97
56,395
57,378
58,232
59,474
60,206
61,173
62,336
63,314
64,402
65,82
66,269
67,393
68,375
69,437
70,273
71,416
72,280
73,200
74,306
75,166
76,489
77,425
78,422
79,368
80,286
81,164
82,144
83,97
84,191
85,102
86,225
87,487
88,391
89,367
90,465
91,388
92,176
93,86
94,51
95,64
96,54
97,300
98,324
99,409
100,107
101,279
102,487
103,82
104,356
105,377
106,273
107,219
108,307
109,94
110,495
111,125
112,190
113,201
114,92
115,202
116,463
117,407
118,158
119,269
120,294
121,368
122,413
123,122
124,141
125,497
126,437
127,495
128,53
129,291
130,272
131,420
132,95
133,271
134,422
135,297
136,87
137,407
138,138
139,220
140,248
141,426
142,304
143,155
144,147
145,368
146,209
147,68
148,230
149,348
150,267
151,396
152,415
153,178
154,412
155,125
156,255
157,185
158,272
159,83
160,489
161,407
162,277
163,256
164,291
165,451
166,134
167,138
168,126
169,377
170,71
171,402
172,207
173,454
174,392
175,147
176,106
177,234
178,255
179,214
180,444
181,437
182,144
183,393
184,172
185,149
186,183
187,172
188,463
189,112
190,323
191,495
192,446
193,52
194,308
195,314
196,203
197,424
198,230
199,334
200,181
201,141
202,82
203,89
204,418
205,74
206,440
207,255
208,386
209,253
210,286
211,90
212,419
213,370
214,227
215,441
216,325
217,379
218,112
219,238
220,334
221,477
222,358
223,473
224,229
225,176
226,473
227,106
228,160
229,334
230,480
231,464
232,136
233,453
234,72
235,86
236,488
237,326
238,137
239,326
240,409
241,82
242,320
243,414
244,57
245,417
246,306
247,476
248,166
249,382
250,271
251,363
252,452
253,402
254,276
255,167
256,312
257,130
258,476
259,234
260,293
261,60
262,347
263,70
264,113
265,98
266,304
267,397
268,357
269,189
270,66
271,500
272,128
273,99
274,239
275,51
276,473
277,405
278,463
279,492
280,98
281,295
282,491
283,79
284,405
285,359
286,392
287,289
288,124
289,407
290,206
291,146
292,350
293,148
294,446
295,257
296,143
297,342
298,161
299,214
300,151
301,312
302,285
303,75
304,129
305,140
306,383
307,334
308,130
309,449
310,437
311,475
312,140
313,468
314,193
315,395
316,463
317,343
318,425
319,486
320,127
321,394
322,359
323,344
324,163
325,406
326,136
327,112
328,126
329,125
330,379
331,125
332,106
333,472
334,463
335,298
336,395
337,232
338,220
339,148
340,489
341,388
342,343
343,438
344,323
345,405
346,238
347,453
348,480
349,380
350,55
