Knapsack,Capacity
1,177
2,81
3,220
4,347
5,496
6,397
7,142
8,267
9,492
10,133
11,359
12,379
13,225
14,202
15,290
16,467
17,424
18,470
19,498
20,397
21,378
22,129
23,206
24,374
25,356
26,136
27,494
28,396
29,295
30,76
31,261
32,182
33,421
34,74
35,94
36,452
37,338
38,405
39,194
40,444
41,370
42,122
43,372
44,60
45,203
46,235
47,351
48,278
49,354
50,446
51,411
52,116
53,55
54,273
55,204
56,326
57,387
58,323
59,67
60,388
61,309
62,105
63,174
64,411
65,308
66,353
67,411
68,114
69,323
70,299
71,226
72,382
73,451
74,277
75,425
76,276
77,327
78,193
79,313
80,474
81,282
82,146
83,191
84,146
85,312
86,329
87,218
88,374
89,356
90,448
91,236
92,373
93,495
94,121
95,368
96,75
97,126
98,487
99,60
100,70
