Knapsack,Capacity
1,209
2,355
3,201
4,342
5,369
6,83
7,257
8,77
9,254
10,387
11,67
12,340
13,226
14,388
15,309
16,76
17,299
18,219
19,156
20,364
21,381
22,208
23,396
24,72
25,337
26,384
27,221
28,408
29,253
30,452
31,105
32,489
33,484
34,167
35,136
36,150
37,66
38,237
39,204
40,241
41,104
42,369
43,227
44,56
45,261
46,499
47,449
48,186
49,314
50,331
51,127
52,204
53,261
54,444
55,238
56,95
57,355
58,218
59,136
60,184
61,188
62,307
63,152
64,216
65,213
66,461
67,179
68,201
69,205
70,494
71,180
72,316
73,208
74,398
75,261
76,255
77,245
78,338
79,239
80,355
81,155
82,208
83,207
84,479
85,227
86,183
87,424
88,64
89,61
90,307
91,260
92,190
93,295
94,465
95,388
96,227
97,242
98,103
99,318
100,256
101,246
102,53
103,65
104,409
105,147
106,93
107,290
108,461
109,225
110,340
111,341
112,377
113,55
114,176
115,289
116,472
117,216
118,136
119,351
120,290
121,227
122,204
123,115
124,83
125,110
126,60
127,137
128,138
129,278
130,192
131,281
132,342
133,232
134,202
135,223
136,448
137,411
138,132
139,422
140,100
141,124
142,106
143,388
144,141
145,363
146,217
147,61
148,178
149,424
150,182
151,268
152,219
153,414
154,132
155,359
156,349
157,93
158,439
159,134
160,253
161,439
162,322
163,86
164,156
165,93
166,318
167,56
168,279
169,124
170,148
171,354
172,84
173,267
174,64
175,145
176,255
177,430
178,300
179,327
180,105
181,166
182,361
183,435
184,493
185,396
186,190
187,94
188,146
189,483
190,182
191,194
192,284
193,444
194,406
195,431
196,76
197,362
198,427
199,64
200,413
201,150
202,142
203,441
204,427
205,207
206,157
207,488
208,302
209,252
210,340
211,314
212,221
213,332
214,102
215,294
216,230
217,252
218,396
219,114
220,287
221,418
222,346
223,417
224,491
225,402
226,290
227,438
228,142
229,165
230,83
231,153
232,309
233,397
234,291
235,243
236,146
237,390
238,194
239,227
240,368
241,463
242,435
243,212
244,297
245,270
246,411
247,438
248,59
249,428
250,141
251,180
252,349
253,219
254,377
255,480
256,412
257,217
258,97
259,358
260,284
261,78
262,189
263,182
264,259
265,312
266,487
267,220
268,380
269,122
270,376
271,339
272,105
273,497
274,186
275,408
276,181
277,397
278,188
279,389
280,433
281,490
282,435
283,337
284,429
285,170
286,170
287,137
288,337
289,440
290,62
291,98
292,193
293,208
294,80
295,132
296,287
297,469
298,386
299,498
300,379
301,444
302,431
303,79
304,81
305,62
306,448
307,300
308,328
309,413
310,350
311,221
312,470
313,121
314,147
315,143
316,228
317,429
318,443
319,78
320,156
321,98
322,352
323,408
324,314
325,222
326,162
327,267
328,423
329,57
330,412
331,209
332,357
333,221
334,481
335,202
336,305
337,84
338,206
339,224
340,337
341,58
342,118
343,422
344,120
345,113
346,442
347,222
348,308
349,184
350,118
351,51
352,111
353,141
354,374
355,215
356,434
357,380
358,348
359,280
360,98
361,340
362,258
363,229
364,328
365,317
366,241
367,475
368,296
369,318
370,104
371,374
372,79
373,186
374,335
375,471
376,78
377,465
378,290
379,420
380,154
381,173
382,73
383,407
384,335
385,165
386,209
387,368
388,102
389,481
390,475
391,135
392,444
393,309
394,436
395,275
396,396
397,225
398,421
399,496
400,237
401,149
402,126
403,80
404,313
405,120
406,420
407,426
408,298
409,218
410,209
411,408
412,94
413,62
414,231
415,332
416,82
417,412
418,189
419,461
420,222
421,478
422,282
423,410
424,309
425,397
426,316
427,276
428,326
429,292
430,480
431,182
432,114
433,84
434,179
435,229
436,384
437,363
438,101
439,313
440,272
441,297
442,206
443,294
444,84
445,193
446,380
447,285
448,219
449,339
450,250
451,392
452,312
453,137
454,365
455,311
456,336
457,352
458,329
459,311
460,307
461,435
462,364
463,89
464,323
465,233
466,341
467,96
468,485
469,411
470,273
471,235
472,169
473,341
474,428
475,499
476,90
477,477
478,432
479,320
480,111
481,193
482,264
483,67
484,259
485,336
486,242
487,434
488,139
489,79
490,491
491,122
492,292
493,106
494,280
495,175
496,337
497,97
498,474
499,254
500,114
501,464
502,431
503,389
504,470
505,233
506,181
507,212
508,261
509,434
510,461
511,280
512,142
513,217
514,72
515,390
516,473
517,296
518,162
519,151
520,142
521,244
522,191
523,102
524,449
525,96
526,102
527,435
528,387
529,366
530,398
531,462
532,471
533,215
534,415
535,88
536,462
537,334
538,498
539,309
540,340
541,305
542,374
543,168
544,186
545,392
546,269
547,265
548,224
549,211
550,227
551,247
552,93
553,327
554,244
555,395
556,334
557,112
558,283
559,167
560,97
561,71
562,127
563,309
564,363
565,411
566,412
567,165
568,77
569,312
570,62
571,171
572,405
573,281
574,90
575,278
576,242
577,364
578,156
579,342
580,468
581,50
582,267
583,273
584,131
585,104
586,160
587,262
588,205
589,476
590,474
591,196
592,238
593,477
594,82
595,251
596,443
597,151
598,273
599,64
600,212
601,220
602,52
603,96
604,95
605,394
606,306
607,297
608,140
609,248
610,228
611,278
612,279
613,102
614,232
615,473
616,267
617,386
618,155
619,280
620,179
621,155
622,236
623,436
624,406
625,474
626,149
627,452
628,427
629,57
630,223
631,392
632,323
633,300
634,366
635,477
636,258
637,248
638,251
639,463
640,92
641,203
642,271
643,485
644,396
645,276
646,280
647,115
648,365
649,469
650,163
651,343
652,309
653,310
654,243
655,113
656,225
657,80
658,166
659,60
660,108
661,223
662,125
663,72
664,309
665,327
666,365
667,395
668,372
669,471
670,273
671,245
672,206
673,226
674,452
675,196
676,384
677,374
678,245
679,103
680,158
681,135
682,465
