Knapsack,Capacity
1,500
2,92
3,207
4,101
5,117
6,458
7,115
8,281
9,350
10,267
11,79
12,483
13,233
14,139
15,434
16,89
17,493
18,195
19,92
20,366
21,319
22,411
23,371
24,206
25,390
26,239
27,344
28,495
29,120
30,151
31,319
32,97
33,441
34,401
35,242
36,209
37,276
38,190
39,100
40,128
41,394
42,321
43,170
44,194
45,271
46,330
47,233
48,483
49,157
50,50
51,278
52,255
53,335
54,359
55,131
56,135
57,301
58,430
59,360
60,115
61,469
62,346
63,109
64,277
65,440
66,377
67,266
68,272
69,366
70,126
71,221
72,454
73,274
74,458
75,236
76,73
77,368
78,186
79,284
80,84
81,130
82,296
83,425
84,297
85,72
86,81
87,283
88,209
89,470
90,410
91,141
92,421
93,203
94,312
95,88
96,210
97,339
98,238
99,169
100,445
101,85
102,253
103,203
104,372
105,366
106,173
107,290
108,381
109,424
110,212
111,72
112,51
113,245
114,478
115,224
116,190
117,333
118,209
119,298
120,479
121,324
122,464
123,188
124,210
125,318
126,278
127,289
128,137
129,399
130,243
131,202
132,91
133,154
134,321
135,493
136,492
137,58
138,213
139,354
140,315
141,441
142,75
143,259
144,185
145,261
146,151
147,84
148,385
149,219
150,408
151,290
152,448
153,74
154,63
155,486
156,338
157,426
158,412
159,301
160,331
161,402
162,365
163,69
164,64
165,357
166,414
167,52
168,291
169,65
170,127
171,149
172,129
173,416
174,448
175,115
176,438
177,263
178,77
179,62
180,271
181,244
182,482
183,198
184,152
185,190
186,273
187,446
188,425
189,291
190,100
191,337
192,253
193,97
194,497
195,207
196,165
197,107
198,293
199,75
200,183
201,179
202,112
203,314
204,215
205,213
206,365
207,427
208,138
209,392
210,425
211,259
212,456
213,225
214,297
215,142
216,371
217,329
218,485
219,467
220,383
221,199
222,393
223,462
224,304
225,337
226,248
227,255
228,73
229,357
230,111
231,250
232,373
233,261
234,311
235,192
236,498
237,431
238,171
239,191
240,74
241,57
242,354
243,479
244,480
245,251
246,323
247,480
248,481
249,366
250,183
251,195
252,54
253,443
254,268
255,420
256,493
257,360
258,456
259,274
260,363
261,313
262,123
263,455
264,318
265,438
266,77
267,195
268,135
269,78
270,108
271,101
272,270
273,82
274,324
275,200
276,293
277,269
278,133
279,238
280,479
281,93
282,71
283,387
284,238
285,440
286,163
287,92
288,58
289,229
290,467
291,196
292,338
293,459
294,354
295,287
296,404
297,70
298,362
299,119
300,422
301,468
302,175
303,208
304,254
305,364
306,134
307,451
308,431
309,268
310,316
311,238
312,136
313,236
314,441
315,363
316,424
317,286
318,384
319,434
320,262
321,101
322,231
323,202
324,76
325,284
326,57
327,248
328,353
329,160
330,284
331,370
332,309
333,105
334,218
335,273
336,99
337,460
338,158
339,438
340,261
341,432
342,474
343,67
344,457
345,286
346,96
347,434
348,213
349,244
350,242
351,275
352,96
353,187
354,233
355,383
356,220
357,382
358,180
359,473
360,301
361,64
362,377
363,464
364,321
365,290
366,471
367,137
368,498
369,435
370,322
371,328
372,234
373,292
374,69
375,482
376,94
377,234
378,244
379,280
380,354
381,74
382,108
383,207
384,479
385,93
386,483
387,455
388,319
389,254
390,292
391,461
392,299
393,393
394,228
395,133
396,271
397,226
398,402
399,215
400,473
401,473
402,318
403,134
404,257
405,194
406,86
407,418
408,225
409,224
410,290
411,382
412,125
413,178
414,330
415,155
416,139
417,480
418,353
419,163
420,172
421,73
422,295
423,284
424,296
425,155
426,145
427,73
428,403
429,310
430,97
431,438
432,137
433,430
434,109
435,201
436,472
437,414
438,234
439,308
440,415
441,372
442,110
443,337
444,288
445,416
446,379
447,348
448,481
449,337
450,434
451,263
452,184
453,72
454,472
455,80
456,490
457,416
458,67
459,83
460,403
461,174
462,378
463,206
464,188
465,51
466,152
467,236
468,353
469,468
470,396
471,95
472,63
473,421
474,378
475,65
476,236
477,385
478,179
479,96
480,199
481,100
482,362
483,86
484,161
485,249
486,337
487,118
488,73
489,155
490,431
491,421
492,303
493,390
494,295
495,185
496,462
497,268
498,93
499,320
500,466
501,345
502,315
503,133
504,175
505,113
506,405
507,65
508,447
509,423
510,484
511,92
512,224
513,493
514,98
515,434
516,338
517,492
518,498
519,302
520,70
521,163
522,72
523,137
524,432
525,347
526,287
527,57
528,367
529,146
530,203
531,409
532,95
533,132
534,258
535,133
536,296
537,200
538,120
539,193
540,252
541,128
542,447
543,245
544,329
545,125
546,474
547,97
548,128
549,497
550,428
