Knapsack,Capacity
1,141
2,152
3,462
4,68
5,492
6,117
7,436
8,389
9,200
10,303
11,77
12,181
13,178
14,86
15,359
16,322
17,261
18,431
19,346
20,252
21,122
22,194
23,108
24,458
25,238
26,149
27,151
28,182
29,316
30,329
31,437
32,482
33,446
34,220
35,448
36,354
37,115
38,182
39,306
40,261
41,210
42,396
43,69
44,386
45,453
46,477
47,408
48,69
49,133
50,498
51,87
52,182
53,148
54,334
55,51
56,438
57,425
58,174
59,387
60,473
61,310
62,374
63,200
64,282
65,250
66,184
67,130
68,213
69,413
70,141
71,209
72,456
73,289
74,476
75,126
76,201
77,160
78,108
79,142
80,398
81,393
82,288
83,181
84,391
85,107
86,464
87,362
88,276
89,96
90,349
91,261
92,381
93,174
94,96
95,303
96,100
97,466
98,423
99,452
100,149
101,347
102,449
103,214
104,358
105,376
106,432
107,212
108,342
109,61
110,207
111,84
112,81
113,457
114,474
115,400
116,435
117,326
118,235
119,108
120,158
121,108
122,98
123,147
124,86
125,324
126,98
127,59
128,141
129,340
130,99
131,220
132,245
133,242
134,178
135,305
136,303
137,487
138,101
139,82
140,404
141,332
142,81
143,368
144,438
145,300
146,275
147,246
148,56
149,269
150,475
151,232
152,54
153,473
154,383
155,74
156,314
157,226
158,421
159,244
160,248
161,139
162,166
163,107
164,210
165,251
166,81
167,432
168,338
169,306
170,443
171,357
172,67
173,279
174,207
175,298
176,487
177,220
178,374
179,112
180,206
181,315
182,82
183,301
184,186
185,317
186,436
187,492
188,483
189,209
190,410
191,194
192,142
193,181
194,338
195,262
196,446
197,236
198,319
199,470
200,164
201,126
202,66
203,210
204,148
205,438
206,308
207,381
208,324
209,152
210,173
211,130
212,189
213,356
214,200
215,495
216,288
217,63
218,321
219,87
220,215
221,79
222,343
223,70
224,438
225,463
226,257
227,257
228,298
229,219
230,199
231,116
232,113
233,482
234,443
235,54
236,432
237,174
238,69
239,131
240,215
241,157
242,235
243,383
244,293
245,257
246,335
247,401
248,466
249,346
250,286
251,239
252,332
253,422
254,263
255,450
256,180
257,126
258,132
259,276
260,67
261,126
262,51
263,306
264,129
265,150
266,71
267,181
268,432
269,232
270,479
271,82
272,66
273,107
274,130
275,456
276,432
277,79
278,116
279,263
280,282
281,213
282,186
283,453
284,468
285,338
286,141
287,475
288,478
289,401
290,314
291,420
292,428
293,491
294,318
295,317
296,95
297,236
298,93
299,344
300,439
301,484
302,216
303,287
304,388
305,122
306,116
307,245
308,294
309,197
310,348
311,315
312,343
313,317
314,292
315,258
316,243
317,256
318,187
319,309
320,347
321,235
322,64
323,339
324,387
325,498
326,351
327,428
328,249
329,275
330,82
331,240
332,254
333,160
334,350
335,204
336,375
337,137
338,384
339,331
340,159
341,297
342,276
343,183
344,365
345,352
346,459
347,478
348,303
349,96
350,127
351,161
352,345
353,68
354,190
355,167
356,133
357,434
358,324
359,365
360,250
361,296
362,286
363,431
364,98
365,349
366,72
367,457
368,339
369,296
370,200
371,132
372,362
373,181
374,164
375,338
376,177
377,118
378,352
379,393
380,397
381,146
382,85
383,311
384,123
385,254
386,471
387,264
388,105
389,59
390,272
391,391
392,365
393,470
394,244
395,170
396,184
397,180
398,208
399,488
400,395
401,492
402,259
403,297
404,294
405,312
406,209
407,414
408,301
409,229
410,340
411,227
412,89
413,425
414,375
415,118
416,381
417,348
418,255
419,363
420,328
421,321
422,335
423,412
424,56
425,486
426,137
427,287
428,182
429,355
430,82
431,137
432,85
433,129
434,416
435,236
436,485
437,380
438,404
439,417
440,91
441,291
442,154
443,473
444,425
445,89
446,340
447,226
448,153
449,212
450,135
451,338
