Knapsack,Capacity
1,177
2,68
3,357
4,77
5,292
6,416
7,351
8,349
9,296
10,141
11,225
12,180
13,86
14,352
15,386
16,79
17,380
18,117
19,387
20,407
21,137
22,489
23,109
24,352
25,323
26,489
27,357
28,342
29,396
30,239
31,258
32,394
33,458
34,116
35,248
36,228
37,271
38,405
39,144
40,215
41,474
42,90
43,444
44,201
45,428
46,372
47,355
48,63
49,175
50,391
51,325
52,294
53,284
54,380
55,445
56,214
57,288
58,126
59,488
60,261
61,464
62,226
63,168
64,492
65,251
66,204
67,50
68,110
69,111
70,339
71,430
72,141
73,219
74,179
75,410
76,264
77,324
78,496
79,198
80,432
81,144
82,293
83,429
84,473
85,188
86,267
87,146
88,426
89,85
90,447
91,427
92,133
93,307
94,266
95,172
96,258
97,500
98,230
99,316
100,250
101,292
102,144
103,448
104,142
105,449
106,455
107,491
108,465
109,399
110,111
111,155
112,106
113,379
114,105
115,200
116,472
117,445
118,474
119,62
120,54
121,384
122,351
123,477
124,172
125,336
126,90
127,500
128,178
129,115
130,243
131,301
132,84
133,371
134,95
135,247
136,385
137,65
138,474
139,242
140,338
141,318
142,368
143,480
144,59
145,152
146,412
147,249
148,76
149,260
150,303
151,355
152,494
153,287
154,206
155,313
156,333
157,287
158,244
159,51
160,61
161,55
162,436
163,490
164,400
165,374
166,382
167,290
168,195
169,442
170,209
171,177
172,249
173,288
174,71
175,282
176,386
177,161
178,274
179,356
180,237
181,291
182,221
183,99
184,76
185,59
186,341
187,476
188,353
189,209
190,377
191,134
192,370
193,222
194,124
195,343
196,92
197,148
198,168
199,102
200,282
201,413
202,429
203,350
204,201
205,427
206,480
207,123
208,358
209,399
210,426
211,188
212,221
213,185
214,198
215,155
216,115
217,138
218,159
219,377
220,480
221,274
222,400
223,410
224,355
225,85
226,420
227,137
228,235
229,344
230,308
231,247
232,170
233,78
234,81
235,416
236,419
237,94
238,331
239,118
240,496
241,420
242,390
243,452
244,424
245,273
246,406
247,321
248,202
249,398
250,456
251,427
252,464
253,123
254,272
255,81
256,217
257,210
258,59
259,500
260,361
261,474
262,71
263,409
264,362
265,320
266,294
267,367
268,461
269,276
270,55
271,468
272,387
273,175
274,399
275,354
276,63
277,448
278,325
279,96
280,267
281,256
282,83
283,168
284,207
285,432
286,388
287,71
288,212
289,279
290,295
291,244
292,440
293,107
294,462
295,217
296,366
297,90
298,365
299,462
300,449
301,144
302,158
303,385
304,326
305,256
306,51
307,363
308,302
309,126
310,260
311,325
312,422
313,271
314,245
315,336
316,165
317,375
318,194
319,279
320,274
321,127
322,290
323,348
324,288
325,239
326,113
327,263
328,445
329,264
330,291
331,401
332,249
333,305
334,281
335,124
336,360
337,359
338,107
339,296
340,332
341,205
342,172
343,499
344,106
345,171
346,488
347,217
348,202
349,471
350,376
351,282
352,279
353,244
354,442
355,116
356,303
357,57
358,373
359,371
360,201
361,402
362,311
363,462
364,429
365,245
366,280
367,265
368,478
369,101
370,257
371,247
372,300
373,218
374,281
375,327
376,342
377,393
378,439
379,382
380,270
381,335
382,277
383,478
384,373
385,383
386,71
387,436
388,330
389,193
390,285
391,424
392,288
393,286
394,454
395,90
396,346
397,238
398,431
399,73
400,354
401,339
402,316
403,228
404,356
405,106
406,84
407,114
408,301
409,257
410,314
411,181
412,381
413,308
414,487
415,295
416,452
417,378
418,463
419,263
420,96
421,452
422,281
423,138
424,496
425,464
426,354
427,361
428,216
429,149
430,200
431,348
432,338
433,390
434,134
435,347
436,422
437,411
438,123
439,280
440,264
441,457
442,475
443,97
444,159
445,149
446,484
447,440
448,51
449,153
450,140
451,462
452,317
453,336
454,406
455,434
456,469
457,298
458,81
459,388
460,148
461,257
462,290
463,108
464,191
465,83
466,335
467,281
468,153
469,184
470,206
471,176
472,340
473,156
474,473
475,470
476,450
477,316
478,144
479,244
480,124
481,137
482,328
483,84
484,115
485,76
486,179
487,449
488,92
489,169
490,66
491,279
492,436
493,218
494,82
495,118
496,67
497,325
498,206
499,270
500,59
501,391
502,248
503,89
504,218
505,480
506,323
507,276
508,341
509,171
510,111
511,398
512,173
513,165
514,128
515,236
516,435
517,306
518,65
519,441
520,388
521,430
522,385
523,466
524,398
525,378
526,155
527,254
528,293
529,124
530,343
531,69
532,485
533,433
534,350
535,216
536,315
537,222
538,219
539,459
540,410
541,175
542,397
543,483
544,89
545,202
546,274
547,394
548,198
549,410
550,202
551,106
552,62
553,417
554,115
555,368
556,376
557,419
558,341
559,298
560,233
561,335
562,351
563,68
564,152
565,59
566,246
567,477
568,196
569,363
570,311
571,432
572,88
573,389
574,249
575,404
576,291
577,260
578,443
579,122
580,261
581,447
582,185
583,260
584,79
585,305
586,398
587,62
588,182
589,216
590,380
591,305
592,133
593,173
594,239
595,129
596,276
597,279
598,307
599,241
600,102
601,91
602,252
603,308
604,211
605,190
606,223
607,370
608,275
609,219
610,494
611,163
612,126
613,72
614,406
615,59
616,118
617,310
618,71
619,262
620,415
621,58
622,448
623,258
624,237
625,273
626,191
627,431
628,288
629,377
630,224
631,437
632,83
633,482
634,301
635,299
636,232
637,373
638,349
639,62
640,472
641,347
642,164
643,404
644,258
645,314
646,457
647,256
648,461
649,460
650,69
651,80
652,448
653,358
654,164
655,253
656,172
657,211
658,462
659,458
660,81
661,310
662,333
663,68
664,297
665,266
666,315
667,485
668,307
669,86
670,412
671,320
672,452
673,79
674,191
675,406
676,474
677,309
678,260
679,69
680,105
681,479
682,152
683,447
684,477
685,431
686,390
687,123
688,212
689,407
690,254
691,120
692,162
693,65
694,380
695,88
696,68
697,300
698,397
699,61
700,364
