Knapsack,Capacity
1,372
2,497
3,185
4,411
5,155
6,377
7,472
8,281
9,67
10,207
11,396
12,476
13,359
14,174
15,196
16,53
17,136
18,349
19,96
20,359
21,174
22,474
23,270
24,227
25,303
26,219
27,189
28,325
29,402
30,360
31,308
32,417
33,244
34,126
35,276
36,354
37,346
38,219
39,85
40,323
41,204
42,183
43,387
44,165
45,111
46,416
47,85
48,468
49,316
50,83
51,108
52,158
53,285
54,476
55,101
56,489
57,178
58,390
59,189
60,213
61,191
62,342
63,490
64,287
65,55
66,182
67,370
68,350
69,411
70,221
71,167
72,389
73,81
74,171
75,302
76,53
77,118
78,261
79,476
80,109
81,52
82,135
83,118
84,476
85,478
86,348
87,478
88,461
89,252
90,257
91,324
92,243
93,486
94,277
95,482
96,491
97,94
98,321
99,224
100,444
101,480
102,174
103,96
104,490
105,335
106,281
107,87
108,283
109,226
110,405
111,316
112,433
113,145
114,275
115,379
116,156
117,198
118,300
119,485
120,374
121,146
122,320
123,291
124,498
125,426
126,315
127,367
128,198
129,431
130,279
131,311
132,457
133,184
134,248
135,257
136,287
137,489
138,179
139,70
140,452
141,118
142,153
143,351
144,220
145,321
146,225
147,384
148,361
149,53
150,55
151,440
152,296
153,258
154,410
155,432
156,353
157,143
158,278
159,451
160,307
161,413
162,363
163,367
164,311
165,281
166,94
167,69
168,437
169,500
170,199
171,389
172,447
173,362
174,356
175,123
176,296
177,475
178,482
179,349
180,171
181,57
182,427
183,226
184,444
185,158
186,285
187,108
188,112
189,473
190,359
191,253
192,268
193,73
194,147
195,233
196,343
197,432
198,483
199,113
200,465
201,257
202,180
203,314
204,494
205,446
206,220
207,106
208,94
209,335
210,379
211,102
212,168
213,276
214,62
215,300
216,140
217,422
218,61
219,347
220,253
221,313
222,452
223,109
224,380
225,463
226,163
227,339
228,458
229,455
230,365
231,408
232,354
233,276
234,443
235,162
236,355
237,433
238,395
239,418
240,480
241,316
242,309
243,55
244,413
245,452
246,215
247,404
248,311
249,191
250,443
251,448
252,52
253,424
254,358
255,486
256,138
257,447
258,71
259,87
260,68
261,318
262,378
263,231
264,479
265,423
266,328
267,279
268,420
269,270
270,148
271,99
272,286
273,91
274,70
275,161
276,101
277,85
278,450
279,421
280,449
281,174
282,108
283,177
284,483
285,481
286,340
287,250
288,423
289,244
290,465
291,463
292,80
293,113
294,72
295,481
296,104
297,410
298,390
299,466
300,136
301,429
302,240
303,418
304,234
305,345
306,168
307,455
308,299
309,437
310,184
311,354
312,245
313,170
314,115
315,236
316,104
317,268
318,144
319,307
320,241
321,155
322,175
323,278
324,411
325,352
326,249
327,457
328,438
329,170
330,207
331,115
332,455
333,379
334,259
335,277
336,188
337,291
338,264
339,160
340,388
341,482
342,96
343,185
344,184
345,196
346,433
347,235
348,118
349,436
350,314
351,158
352,196
353,100
354,242
355,102
356,169
357,188
358,96
359,409
360,62
361,330
362,365
363,184
364,393
365,132
366,471
367,157
368,336
369,232
370,181
371,481
372,315
373,191
374,265
375,467
376,404
377,383
378,89
379,388
380,142
381,51
382,182
383,240
384,125
385,195
386,478
387,229
388,382
389,256
390,465
391,391
392,276
393,131
394,153
395,340
396,489
397,260
398,212
399,460
400,450
401,124
402,52
403,443
404,311
405,137
406,395
407,408
408,145
409,388
410,375
411,121
412,76
413,219
414,169
415,77
416,75
417,174
418,227
419,126
420,249
421,69
422,415
423,160
424,258
425,249
426,160
427,218
428,277
429,152
430,150
431,288
432,196
433,403
434,434
435,57
436,264
437,390
438,256
439,484
440,95
441,456
442,437
443,422
444,496
445,365
446,376
447,327
448,417
449,143
450,439
451,251
452,105
453,301
454,349
455,114
456,222
457,373
458,169
459,282
460,138
461,140
462,456
463,276
464,143
465,360
466,436
467,436
468,300
469,188
470,172
471,146
472,164
473,183
474,204
475,373
476,370
477,313
478,64
479,464
480,209
481,356
482,416
483,402
484,178
485,241
486,311
487,238
488,419
489,168
490,183
491,236
492,242
493,116
494,345
495,437
496,110
497,276
498,458
499,500
500,460
501,468
502,352
503,352
504,183
505,451
506,228
507,274
508,305
509,244
510,244
511,312
512,416
513,229
514,159
515,290
516,426
517,253
518,81
519,112
520,341
521,293
522,265
523,335
524,367
525,371
526,466
527,119
528,496
529,488
530,102
531,334
532,193
533,496
534,388
535,408
536,461
537,451
538,400
539,332
540,489
541,189
542,467
543,363
544,213
545,495
546,337
547,493
548,269
549,56
550,364
551,154
552,392
553,165
554,332
555,346
556,246
557,457
558,380
559,420
560,336
561,425
562,499
563,229
564,262
565,340
566,328
567,216
568,231
569,343
570,274
571,343
572,235
573,190
574,460
575,362
576,290
577,488
578,340
579,323
580,419
581,194
582,377
583,213
584,327
585,221
586,448
587,482
588,92
589,464
590,240
591,94
592,327
593,496
594,262
595,286
596,84
597,248
598,338
599,483
600,102
601,477
602,262
603,233
604,441
605,249
606,139
607,225
608,300
609,324
610,438
611,375
612,495
613,190
614,92
615,114
616,68
617,416
618,184
619,309
620,468
621,170
622,181
623,467
624,364
625,393
626,356
627,197
628,330
629,308
630,72
631,471
632,58
633,74
634,452
635,184
636,309
637,143
638,442
639,126
640,422
641,173
642,434
643,172
644,279
645,414
646,366
647,228
648,441
649,384
650,198
651,79
652,454
653,57
654,372
655,323
656,307
657,470
658,158
659,334
660,367
661,231
662,212
663,237
664,168
665,435
666,187
667,365
668,205
669,339
670,221
671,496
672,312
673,376
674,312
675,186
676,228
677,438
678,467
679,337
680,121
681,334
682,208
683,73
684,156
685,272
686,184
687,298
688,279
689,406
690,454
691,495
692,484
693,135
694,207
695,102
696,386
697,142
698,445
699,76
700,399
701,140
702,304
703,123
704,405
705,241
706,264
707,281
708,376
709,130
710,157
711,299
712,145
713,344
714,74
715,344
716,84
717,174
718,424
719,384
720,364
721,462
722,327
723,283
724,467
725,143
726,376
727,385
728,415
729,196
730,313
731,393
732,197
733,445
734,279
735,127
736,404
737,482
738,272
739,384
740,322
741,192
742,136
743,144
744,473
745,330
746,147
747,270
748,440
749,118
750,365
751,276
752,298
753,149
754,479
755,402
756,144
757,110
758,269
759,71
760,113
761,461
762,331
763,365
764,226
765,376
766,191
767,190
768,123
769,339
770,140
771,233
772,72
773,230
774,193
775,312
776,414
777,59
778,289
779,476
780,246
781,327
782,249
783,410
784,432
785,126
786,139
787,325
788,238
789,296
790,496
791,53
792,242
793,311
794,306
795,141
796,145
797,322
798,172
799,233
800,164
801,114
802,205
803,411
804,226
805,351
806,128
807,252
808,264
809,417
810,252
811,421
812,248
813,450
814,332
815,97
816,73
817,149
818,421
819,276
820,346
821,136
822,134
823,58
824,220
825,402
826,225
827,424
828,343
829,323
830,243
831,65
832,206
833,80
834,132
835,222
836,159
837,147
838,79
839,249
840,70
841,238
842,106
843,390
844,335
845,317
846,383
847,395
848,466
849,448
850,470
