Knapsack,Capacity
1,179
2,80
3,189
4,322
5,81
6,183
7,228
8,416
9,114
10,412
11,163
12,110
13,124
14,220
15,65
16,458
17,449
18,293
19,387
20,357
21,439
22,341
23,180
24,219
25,237
26,475
27,280
28,187
29,406
30,138
31,233
32,398
33,422
34,391
35,101
36,328
37,200
38,369
39,175
40,66
41,151
42,255
43,142
44,342
45,59
46,497
47,199
48,199
49,305
50,185
51,269
52,326
53,58
54,364
55,359
56,356
57,55
58,491
59,488
60,110
61,174
62,271
63,403
64,493
65,224
66,372
67,357
68,320
69,286
70,85
71,138
72,69
73,256
74,389
75,104
76,352
77,168
78,61
79,392
80,114
81,269
82,436
83,205
84,82
85,442
86,416
87,197
88,290
89,269
90,256
91,355
92,436
93,167
94,238
95,399
96,425
97,425
98,392
99,251
100,286
101,150
102,417
103,339
104,177
105,338
106,105
107,261
108,173
109,382
110,278
111,416
112,172
113,273
114,161
115,453
116,358
117,293
118,124
119,397
120,233
121,491
122,65
123,481
124,395
125,450
126,180
127,390
128,482
129,378
130,189
131,236
132,294
133,261
134,404
135,481
136,267
137,328
138,84
139,225
140,269
141,378
142,408
143,223
144,199
145,461
146,207
147,82
148,449
149,451
150,101
151,273
152,361
153,326
154,54
155,274
156,405
157,355
158,410
159,304
160,218
161,331
162,247
163,416
164,198
165,484
166,497
167,434
168,285
169,427
170,68
171,107
172,499
173,295
174,257
175,367
176,267
177,498
178,220
179,166
180,167
181,470
182,356
183,135
184,197
185,490
186,227
187,236
188,182
189,78
190,349
191,355
192,377
193,276
194,104
195,363
196,131
197,193
198,399
199,73
200,188
201,252
202,91
203,176
204,220
205,364
206,377
207,261
208,108
209,113
210,463
211,376
212,480
213,188
214,401
215,327
216,324
217,250
218,350
219,353
220,173
221,378
222,457
223,60
224,192
225,464
226,237
227,248
228,405
229,272
230,297
231,497
232,476
233,276
234,451
235,289
236,120
237,138
238,147
239,398
240,274
241,103
242,120
243,395
244,169
245,200
246,463
247,434
248,418
249,299
250,372
251,235
252,444
253,91
254,91
255,366
256,72
257,54
258,230
259,75
260,53
261,301
262,143
263,200
264,199
265,386
266,367
267,202
268,418
269,130
270,371
271,391
272,377
273,439
274,148
275,492
276,412
277,310
278,194
279,103
280,278
281,195
282,411
283,388
284,361
285,148
286,319
287,327
288,279
289,338
290,483
291,62
292,384
293,452
294,407
295,116
296,124
297,463
298,268
299,244
300,83
