Knapsack,Capacity
1,124
2,52
3,443
4,311
5,137
6,395
7,408
8,145
9,388
10,375
11,121
12,76
13,219
14,169
15,77
16,75
17,174
18,227
19,126
20,249
21,69
22,415
23,160
24,258
25,249
26,160
27,218
28,277
29,152
30,150
31,288
32,196
33,403
34,434
35,57
36,264
37,390
38,256
39,484
40,95
41,456
42,437
43,422
44,496
45,365
46,376
47,327
48,417
49,143
50,439
51,251
52,105
53,301
54,349
55,114
56,222
57,373
58,169
59,282
60,138
61,140
62,456
63,276
64,143
65,360
66,436
67,436
68,300
69,188
70,172
71,146
72,164
73,183
74,204
75,373
76,370
77,313
78,64
79,464
80,209
81,356
82,416
83,402
84,178
85,241
86,311
87,238
88,419
89,168
90,183
91,236
92,242
93,116
94,345
95,437
96,110
97,276
98,458
99,500
100,460
101,468
102,352
103,352
104,183
105,451
106,228
107,274
108,305
109,244
110,244
111,312
112,416
113,229
114,159
115,290
116,426
117,253
118,81
119,112
120,341
121,293
122,265
123,335
124,367
125,371
126,466
127,119
128,496
129,488
130,102
131,334
132,193
133,496
134,388
135,408
136,461
137,451
138,400
139,332
140,489
141,189
142,467
143,363
144,213
145,495
146,337
147,493
148,269
149,56
150,364
151,154
152,392
153,165
154,332
155,346
156,246
157,457
158,380
159,420
160,336
161,425
162,499
163,229
164,262
165,340
166,328
167,216
168,231
169,343
170,274
171,343
172,235
173,190
174,460
175,362
176,290
177,488
178,340
179,323
180,419
181,194
182,377
183,213
184,327
185,221
186,448
187,482
188,92
189,464
190,240
191,94
192,327
193,496
194,262
195,286
196,84
197,248
198,338
199,483
200,102
201,477
202,262
203,233
204,441
205,249
206,139
207,225
208,300
209,324
210,438
211,375
212,495
213,190
214,92
215,114
216,68
217,416
218,184
219,309
220,468
221,170
222,181
223,467
224,364
225,393
226,356
227,197
228,330
229,308
230,72
231,471
232,58
233,74
234,452
235,184
236,309
237,143
238,442
239,126
240,422
241,173
242,434
243,172
244,279
245,414
246,366
247,228
248,441
249,384
250,198
251,79
252,454
253,57
254,372
255,323
256,307
257,470
258,158
259,334
260,367
261,231
262,212
263,237
264,168
265,435
266,187
267,365
268,205
269,339
270,221
271,496
272,312
273,376
274,312
275,186
276,228
277,438
278,467
279,337
280,121
281,334
282,208
283,73
284,156
285,272
286,184
287,298
288,279
289,406
290,454
291,495
292,484
293,135
294,207
295,102
296,386
297,142
298,445
299,76
300,399
301,140
302,304
303,123
304,405
305,241
306,264
307,281
308,376
309,130
310,157
311,299
312,145
313,344
314,74
315,344
316,84
317,174
318,424
319,384
320,364
321,462
322,327
323,283
324,467
325,143
326,376
327,385
328,415
329,196
330,313
331,393
332,197
333,445
334,279
335,127
336,404
337,482
338,272
339,384
340,322
341,192
342,136
343,144
344,473
345,330
346,147
347,270
348,440
349,118
350,365
351,276
352,298
353,149
354,479
355,402
356,144
357,110
358,269
359,71
360,113
361,461
362,331
363,365
364,226
365,376
366,191
367,190
368,123
369,339
370,140
371,233
372,72
373,230
374,193
375,312
376,414
377,59
378,289
379,476
380,246
381,327
382,249
383,410
384,432
385,126
386,139
387,325
388,238
389,296
390,496
391,53
392,242
393,311
394,306
395,141
396,145
397,322
398,172
399,233
400,164
401,114
402,205
403,411
404,226
405,351
406,128
407,252
408,264
409,417
410,252
411,421
412,248
413,450
414,332
415,97
416,73
417,149
418,421
419,276
420,346
421,136
422,134
423,58
424,220
425,402
426,225
427,424
428,343
429,323
430,243
431,65
432,206
433,80
434,132
435,222
436,159
437,147
438,79
439,249
440,70
441,238
442,106
443,390
444,335
445,317
446,383
447,395
448,466
449,448
450,470
451,286
452,292
453,53
454,476
455,107
456,243
457,186
458,153
459,469
460,397
461,398
462,456
463,206
464,477
465,311
466,123
467,93
468,239
469,300
470,248
471,88
