Knapsack,Capacity
1,396
2,415
3,178
4,412
5,125
6,255
7,185
8,272
9,83
10,489
11,407
12,277
13,256
14,291
15,451
16,134
17,138
18,126
19,377
20,71
21,402
22,207
23,454
24,392
25,147
26,106
27,234
28,255
29,214
30,444
31,437
32,144
33,393
34,172
35,149
36,183
37,172
38,463
39,112
40,323
41,495
42,446
43,52
44,308
45,314
46,203
47,424
48,230
49,334
50,181
51,141
52,82
53,89
54,418
55,74
56,440
57,255
58,386
59,253
60,286
61,90
62,419
63,370
64,227
65,441
66,325
67,379
68,112
69,238
70,334
71,477
72,358
73,473
74,229
75,176
76,473
77,106
78,160
79,334
80,480
81,464
82,136
83,453
84,72
85,86
86,488
87,326
88,137
89,326
90,409
91,82
92,320
93,414
94,57
95,417
96,306
97,476
98,166
99,382
100,271
101,363
102,452
103,402
104,276
105,167
106,312
107,130
108,476
109,234
110,293
111,60
112,347
113,70
114,113
115,98
116,304
117,397
118,357
119,189
120,66
121,500
122,128
123,99
124,239
125,51
126,473
127,405
128,463
129,492
130,98
131,295
132,491
133,79
134,405
135,359
136,392
137,289
138,124
139,407
140,206
141,146
142,350
143,148
144,446
145,257
146,143
147,342
148,161
149,214
150,151
151,312
152,285
153,75
154,129
155,140
156,383
157,334
158,130
159,449
160,437
161,475
162,140
163,468
164,193
165,395
166,463
167,343
168,425
169,486
170,127
171,394
172,359
173,344
174,163
175,406
176,136
177,112
178,126
179,125
180,379
181,125
182,106
183,472
184,463
185,298
186,395
187,232
188,220
189,148
190,489
191,388
192,343
193,438
194,323
195,405
196,238
197,453
198,480
199,380
200,55
201,327
202,211
203,214
204,400
205,158
206,385
207,115
208,237
209,127
210,485
211,475
212,395
213,169
214,154
215,164
216,466
217,448
218,345
219,188
220,116
221,468
222,232
223,237
224,404
225,190
226,140
227,206
228,447
229,396
230,341
231,285
232,113
233,371
234,424
235,290
236,71
237,83
238,214
239,68
240,437
241,272
242,376
243,296
244,388
245,447
246,61
247,167
248,278
249,473
250,360
251,402
252,329
253,138
254,182
255,468
256,207
257,177
258,365
259,129
260,455
261,353
262,466
263,236
264,385
265,423
266,281
267,102
268,487
269,150
270,366
271,449
272,308
273,95
274,352
275,110
276,286
277,409
278,279
279,190
280,237
281,386
282,348
283,55
284,215
285,66
286,244
287,248
288,229
289,247
290,275
291,365
292,482
293,226
294,406
295,344
296,196
297,354
298,253
299,306
300,192
301,386
302,264
303,57
304,134
305,61
306,206
307,146
308,202
309,113
310,260
311,91
312,282
313,242
314,440
315,106
316,142
317,314
318,254
319,492
320,244
321,72
322,305
323,119
324,436
325,170
326,194
327,320
328,121
329,422
330,314
331,326
332,170
333,85
334,475
335,491
336,420
337,448
338,458
339,71
340,112
341,229
342,78
343,300
344,481
345,68
346,392
347,327
348,391
349,239
350,390
351,378
352,315
353,60
354,54
355,462
356,69
357,96
358,96
359,330
360,320
361,339
362,144
363,120
364,471
365,245
366,239
367,154
368,109
369,413
370,460
371,493
372,103
373,424
374,129
375,403
376,74
377,250
378,225
379,240
380,200
381,364
382,421
383,334
384,252
385,271
386,84
387,206
388,258
389,464
390,218
391,210
392,310
393,220
394,76
395,166
396,131
397,220
398,324
399,215
400,333
